OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1999-025CAJ","FENGYUN 1C DEB","31628","PRC","104.76","102.28","1120","846","SMALL","0","1999-05-10",""
"1999-025CAH","FENGYUN 1C DEB","31627","PRC","101.25","98.81","862","773","SMALL","0","1999-05-10",""
"1999-025CAG","FENGYUN 1C DEB","31626","PRC","100.81","101.31","817","777","SMALL","0","1999-05-10",""
"1999-025CAF","FENGYUN 1C DEB","31625","PRC","99.23","98.85","835","609","SMALL","0","1999-05-10",""
"1999-025CAE","FENGYUN 1C DEB","31624","PRC","100.03","99.66","799","720","SMALL","0","1999-05-10",""
"1999-025CAD","FENGYUN 1C DEB","31623","PRC","104.33","97.64","1108","818","SMALL","0","1999-05-10",""
"1999-025CAC","FENGYUN 1C DEB","31622","PRC","101.63","99.00","850","822","SMALL","0","1999-05-10",""
"1999-025CAA","FENGYUN 1C DEB","31620","PRC","101.80","99.04","862","825","SMALL","0","1999-05-10",""
"1999-025BZZ","FENGYUN 1C DEB","31619","PRC","102.13","99.13","1056","663","SMALL","0","1999-05-10",""
"1999-025BZY","FENGYUN 1C DEB","31618","PRC","101.63","99.40","956","716","SMALL","0","1999-05-10",""
"1999-025BZX","FENGYUN 1C DEB","31617","PRC","100.02","96.72","856","663","SMALL","0","1999-05-10",""
"1999-025BZW","FENGYUN 1C DEB","31616","PRC","100.18","96.59","845","690","SMALL","0","1999-05-10",""
"1999-025BZV","FENGYUN 1C DEB","31615","PRC","102.83","99.13","1071","714","SMALL","0","1999-05-10",""
"1999-025BZU","FENGYUN 1C DEB","31614","PRC","101.10","98.98","861","761","SMALL","0","1999-05-10",""
"1999-025BZT","FENGYUN 1C DEB","31613","PRC","106.26","98.45","1324","782","SMALL","0","1999-05-10",""
"1999-025BZS","FENGYUN 1C DEB","31612","PRC","97.28","100.39","756","501","SMALL","0","1999-05-10",""
"1999-025BZR","FENGYUN 1C DEB","31611","PRC","100.56","98.97","864","706","SMALL","0","1999-05-10",""
"1999-025BZP","FENGYUN 1C DEB","31609","PRC","103.00","99.13","977","825","SMALL","0","1999-05-10",""
"1999-025BZN","FENGYUN 1C DEB","31608","PRC","98.90","98.58","866","547","SMALL","0","1999-05-10",""
"2007-025A","OFEQ 7","31601","ISRA","","","","","","0","2007-06-10","NO ELEMENTS AVAILABLE"
"2007-023A","SKYMED 1","31598","IT","97.16","97.88","623","622","LARGE","0","2007-06-08",""
"1999-057PR","CBERS 1 DEB","31594","CHBZ","98.62","98.35","698","687","SMALL","0","1999-10-14",""
"1999-057PN","CBERS 1 DEB","31591","CHBZ","98.31","98.32","685","670","SMALL","0","1999-10-14",""
"1999-057PL","CBERS 1 DEB","31589","CHBZ","97.85","98.26","670","642","SMALL","0","1999-10-14",""
"1999-057PJ","CBERS 1 DEB","31587","CHBZ","92.95","98.22","422","416","SMALL","0","1999-10-14",""
"1999-057PE","CBERS 1 DEB","31583","CHBZ","99.20","98.38","721","720","SMALL","0","1999-10-14",""
"1999-057PD","CBERS 1 DEB","31582","CHBZ","96.10","98.22","575","568","SMALL","0","1999-10-14",""
"1999-057PC","CBERS 1 DEB","31581","CHBZ","95.87","98.23","563","558","SMALL","0","1999-10-14",""
"1966-040AR","NIMBUS 2 DEB","31579","US","107.41","100.51","1144","1070","SMALL","0","1966-05-15",""
"2007-021A","EUTE 8A (SINOSAT 3)","31577","EUTE","1464.36","3.10","36366","36310","LARGE","0","2007-05-31",""
"2007-020F","GLOBALSTAR M071","31576","GLOB","114.08","52.01","1415","1412","LARGE","0","2007-05-29",""
"2007-020D","GLOBALSTAR M072","31574","GLOB","114.08","52.01","1414","1413","LARGE","0","2007-05-29",""
"2007-020C","GLOBALSTAR M069","31573","GLOB","114.08","52.00","1414","1413","LARGE","0","2007-05-29",""
"2007-020A","GLOBALSTAR M065","31571","GLOB","114.09","51.99","1415","1413","LARGE","0","2007-05-29",""
"1999-025BZM","FENGYUN 1C DEB","31570","PRC","103.19","102.60","1047","773","SMALL","0","1999-05-10",""
"1999-025BZL","FENGYUN 1C DEB","31569","PRC","104.47","102.61","1121","818","SMALL","0","1999-05-10",""
"1999-025BZK","FENGYUN 1C DEB","31568","PRC","103.90","102.09","1060","825","SMALL","0","1999-05-10",""
"1999-025BZJ","FENGYUN 1C DEB","31567","PRC","104.84","102.32","1148","826","SMALL","0","1999-05-10",""
"1999-025BZH","FENGYUN 1C DEB","31566","PRC","101.69","98.93","859","818","SMALL","0","1999-05-10",""
"1999-025BZG","FENGYUN 1C DEB","31565","PRC","102.45","100.72","936","813","SMALL","0","1999-05-10",""
"1999-025BZF","FENGYUN 1C DEB","31564","PRC","97.16","98.76","630","615","SMALL","0","1999-05-10",""
"1999-025BZE","FENGYUN 1C DEB","31563","PRC","99.24","98.91","824","620","SMALL","0","1999-05-10",""
"1999-025BZD","FENGYUN 1C DEB","31562","PRC","100.69","99.23","839","744","SMALL","0","1999-05-10",""
"1999-025BZC","FENGYUN 1C DEB","31561","PRC","102.88","99.01","941","849","SMALL","0","1999-05-10",""
"1999-025BZB","FENGYUN 1C DEB","31560","PRC","101.37","98.94","911","736","SMALL","0","1999-05-10",""
"1999-025BZA","FENGYUN 1C DEB","31559","PRC","100.16","98.89","829","704","SMALL","0","1999-05-10",""
"1999-025BYZ","FENGYUN 1C DEB","31558","PRC","100.40","98.78","937","617","SMALL","0","1999-05-10",""
"1999-025BYY","FENGYUN 1C DEB","31557","PRC","100.35","98.45","908","643","SMALL","0","1999-05-10",""
"1999-025BYW","FENGYUN 1C DEB","31555","PRC","101.32","99.12","972","670","SMALL","0","1999-05-10",""
"1999-025BYV","FENGYUN 1C DEB","31554","PRC","101.61","98.98","878","791","SMALL","0","1999-05-10",""
"1999-025BYU","FENGYUN 1C DEB","31553","PRC","101.92","98.97","876","823","SMALL","0","1999-05-10",""
"1999-025BYT","FENGYUN 1C DEB","31552","PRC","102.13","98.53","963","756","SMALL","0","1999-05-10",""
"1999-025BYS","FENGYUN 1C DEB","31551","PRC","102.13","98.86","923","797","SMALL","0","1999-05-10",""
"1999-025BYR","FENGYUN 1C DEB","31550","PRC","100.71","98.57","949","635","SMALL","0","1999-05-10",""
"1999-025BYQ","FENGYUN 1C DEB","31549","PRC","99.14","99.09","741","694","SMALL","0","1999-05-10",""
"1999-025BYP","FENGYUN 1C DEB","31548","PRC","99.65","99.38","820","663","SMALL","0","1999-05-10",""
"1999-025BYN","FENGYUN 1C DEB","31547","PRC","102.18","99.01","910","814","SMALL","0","1999-05-10",""
"1999-025BYM","FENGYUN 1C DEB","31546","PRC","103.11","98.21","1035","776","SMALL","0","1999-05-10",""
"1999-025BYL","FENGYUN 1C DEB","31545","PRC","100.47","98.99","853","709","SMALL","0","1999-05-10",""
"1999-025BYK","FENGYUN 1C DEB","31544","PRC","102.26","99.12","890","841","SMALL","0","1999-05-10",""
"1999-025BYH","FENGYUN 1C DEB","31542","PRC","102.06","98.99","895","817","SMALL","0","1999-05-10",""
"1999-025BYG","FENGYUN 1C DEB","31541","PRC","99.46","98.97","812","653","SMALL","0","1999-05-10",""
"1999-025BYF","FENGYUN 1C DEB","31540","PRC","99.70","99.02","912","577","SMALL","0","1999-05-10",""
"1999-025BYE","FENGYUN 1C DEB","31539","PRC","96.60","99.06","610","582","SMALL","0","1999-05-10",""
"1999-025BYD","FENGYUN 1C DEB","31538","PRC","100.47","98.41","826","735","SMALL","0","1999-05-10",""
"1999-025BYC","FENGYUN 1C DEB","31537","PRC","104.69","99.07","1364","595","SMALL","0","1999-05-10",""
"1999-025BYB","FENGYUN 1C DEB","31536","PRC","101.65","98.20","1146","528","SMALL","0","1999-05-10",""
"1999-025BYA","FENGYUN 1C DEB","31535","PRC","101.36","98.10","892","755","SMALL","0","1999-05-10",""
"1999-025BXZ","FENGYUN 1C DEB","31534","PRC","100.94","98.95","818","789","SMALL","0","1999-05-10",""
"1999-025BXY","FENGYUN 1C DEB","31533","PRC","101.15","98.94","862","765","SMALL","0","1999-05-10",""
"1999-025BXX","FENGYUN 1C DEB","31532","PRC","101.41","99.18","931","721","SMALL","0","1999-05-10",""
"1999-025BXW","FENGYUN 1C DEB","31531","PRC","101.23","98.73","1022","612","SMALL","0","1999-05-10",""
"1999-025BXV","FENGYUN 1C DEB","31530","PRC","99.73","99.36","821","671","SMALL","0","1999-05-10",""
"1999-025BXU","FENGYUN 1C DEB","31529","PRC","101.52","98.98","866","795","SMALL","0","1999-05-10",""
"1999-025BXS","FENGYUN 1C DEB","31527","PRC","108.97","98.90","1522","836","SMALL","0","1999-05-10",""
"1999-025BXR","FENGYUN 1C DEB","31526","PRC","100.41","99.19","857","699","SMALL","0","1999-05-10",""
"1999-025BXP","FENGYUN 1C DEB","31524","PRC","102.64","99.21","1094","673","SMALL","0","1999-05-10",""
"1999-025BXN","FENGYUN 1C DEB","31523","PRC","101.87","99.08","874","820","SMALL","0","1999-05-10",""
"1999-025BXM","FENGYUN 1C DEB","31522","PRC","102.85","99.04","932","856","SMALL","0","1999-05-10",""
"1999-025BXL","FENGYUN 1C DEB","31521","PRC","100.26","98.73","829","713","SMALL","0","1999-05-10",""
"1999-025BXK","FENGYUN 1C DEB","31520","PRC","100.72","98.89","797","789","SMALL","0","1999-05-10",""
"1999-025BXJ","FENGYUN 1C DEB","31519","PRC","101.51","98.76","870","790","SMALL","0","1999-05-10",""
"1999-025BXH","FENGYUN 1C DEB","31518","PRC","102.39","99.17","943","801","SMALL","0","1999-05-10",""
"1999-025BXG","FENGYUN 1C DEB","31517","PRC","99.65","99.13","763","720","SMALL","0","1999-05-10",""
"1999-025BXF","FENGYUN 1C DEB","31516","PRC","101.38","98.80","939","709","SMALL","0","1999-05-10",""
"1999-025BXE","FENGYUN 1C DEB","31515","PRC","102.60","99.05","930","834","SMALL","0","1999-05-10",""
"1999-025BXD","FENGYUN 1C DEB","31514","PRC","102.29","99.23","914","820","SMALL","0","1999-05-10",""
"1999-025BXC","FENGYUN 1C DEB","31513","PRC","101.89","99.00","873","824","SMALL","0","1999-05-10",""
"1999-025BXB","FENGYUN 1C DEB","31512","PRC","100.36","98.77","891","660","SMALL","0","1999-05-10",""
"1999-025BXA","FENGYUN 1C DEB","31511","PRC","101.92","99.00","946","753","SMALL","0","1999-05-10",""
"1999-025BWZ","FENGYUN 1C DEB","31510","PRC","101.46","98.76","855","800","SMALL","0","1999-05-10",""
"1999-025BWY","FENGYUN 1C DEB","31509","PRC","104.03","98.90","1115","783","SMALL","0","1999-05-10",""
"1999-025BWX","FENGYUN 1C DEB","31508","PRC","100.85","98.81","842","756","SMALL","0","1999-05-10",""
"1999-025BWW","FENGYUN 1C DEB","31507","PRC","99.77","98.56","843","652","SMALL","0","1999-05-10",""
"1999-025BWU","FENGYUN 1C DEB","31505","PRC","100.98","101.93","841","770","SMALL","0","1999-05-10",""
"1999-025BWT","FENGYUN 1C DEB","31504","PRC","100.06","101.50","873","650","SMALL","0","1999-05-10",""
"1999-025BWS","FENGYUN 1C DEB","31503","PRC","101.99","100.11","894","812","SMALL","0","1999-05-10",""
"1999-025BWR","FENGYUN 1C DEB","31502","PRC","102.78","99.28","947","833","SMALL","0","1999-05-10",""
"1999-025BWQ","FENGYUN 1C DEB","31501","PRC","101.86","99.01","879","814","SMALL","0","1999-05-10",""
"1999-025BWP","FENGYUN 1C DEB","31500","PRC","96.65","98.93","786","411","SMALL","0","1999-05-10",""
"1999-025BWN","FENGYUN 1C DEB","31499","PRC","104.71","97.67","1225","738","SMALL","0","1999-05-10",""
"1999-025BWM","FENGYUN 1C DEB","31498","PRC","105.28","98.52","1184","831","SMALL","0","1999-05-10",""
"1999-025BWL","FENGYUN 1C DEB","31497","PRC","100.30","98.44","898","648","SMALL","0","1999-05-10",""
"1999-025BWK","FENGYUN 1C DEB","31496","PRC","95.57","99.16","631","461","SMALL","0","1999-05-10",""
"1999-025BWJ","FENGYUN 1C DEB","31495","PRC","101.75","99.04","865","818","SMALL","0","1999-05-10",""
"1999-025BWH","FENGYUN 1C DEB","31494","PRC","100.67","99.62","816","765","SMALL","0","1999-05-10",""
"1999-025BWG","FENGYUN 1C DEB","31493","PRC","103.79","100.17","1031","844","SMALL","0","1999-05-10",""
"1999-025BWF","FENGYUN 1C DEB","31492","PRC","101.25","98.89","923","713","SMALL","0","1999-05-10",""
"1999-025BWE","FENGYUN 1C DEB","31491","PRC","102.57","99.30","925","835","SMALL","0","1999-05-10",""
"2007-019A","YAOGAN 2","31490","PRC","97.51","98.04","655","625","LARGE","0","2007-05-25",""
"1999-025BWC","FENGYUN 1C DEB","31488","PRC","100.40","102.67","841","714","SMALL","0","1999-05-10",""
"1999-025BWB","FENGYUN 1C DEB","31487","PRC","103.72","102.43","1033","836","SMALL","0","1999-05-10",""
"1999-025BWA","FENGYUN 1C DEB","31486","PRC","101.10","102.28","827","795","SMALL","0","1999-05-10",""
"1999-025BVZ","FENGYUN 1C DEB","31485","PRC","108.64","102.72","1550","778","SMALL","0","1999-05-10",""
"1999-025BVY","FENGYUN 1C DEB","31484","PRC","102.74","101.83","1013","764","SMALL","0","1999-05-10",""
"1999-025BVX","FENGYUN 1C DEB","31483","PRC","103.34","102.51","1030","802","SMALL","0","1999-05-10",""
"1999-025BVW","FENGYUN 1C DEB","31482","PRC","100.92","98.64","876","729","SMALL","0","1999-05-10",""
"1999-025BVV","FENGYUN 1C DEB","31481","PRC","98.26","99.25","715","636","SMALL","0","1999-05-10",""
"1999-025BVU","FENGYUN 1C DEB","31480","PRC","105.51","98.34","1327","709","SMALL","0","1999-05-10",""
"1999-025BVS","FENGYUN 1C DEB","31478","PRC","100.33","102.59","808","740","SMALL","0","1999-05-10",""
"1999-025BVR","FENGYUN 1C DEB","31477","PRC","102.77","98.98","976","803","SMALL","0","1999-05-10",""
"1999-025BVQ","FENGYUN 1C DEB","31476","PRC","102.14","99.11","902","818","SMALL","0","1999-05-10",""
"1999-025BVP","FENGYUN 1C DEB","31475","PRC","100.99","98.87","983","628","SMALL","0","1999-05-10",""
"1999-025BVN","FENGYUN 1C DEB","31474","PRC","102.77","99.13","951","829","SMALL","0","1999-05-10",""
"1999-025BVM","FENGYUN 1C DEB","31473","PRC","101.69","98.86","895","783","SMALL","0","1999-05-10",""
"1999-025BVK","FENGYUN 1C DEB","31471","PRC","103.07","97.97","1036","772","SMALL","0","1999-05-10",""
"1999-025BVG","FENGYUN 1C DEB","31468","PRC","100.14","98.45","899","631","SMALL","0","1999-05-10",""
"1999-025BVF","FENGYUN 1C DEB","31467","PRC","103.91","98.60","1069","817","SMALL","0","1999-05-10",""
"1999-025BVE","FENGYUN 1C DEB","31466","PRC","101.67","99.19","1060","616","SMALL","0","1999-05-10",""
"1999-025BVD","FENGYUN 1C DEB","31465","PRC","102.76","98.63","981","797","SMALL","0","1999-05-10",""
"1999-025BVC","FENGYUN 1C DEB","31464","PRC","102.14","99.12","892","828","SMALL","0","1999-05-10",""
"1999-025BVB","FENGYUN 1C DEB","31463","PRC","100.74","99.11","962","625","SMALL","0","1999-05-10",""
"1999-025BVA","FENGYUN 1C DEB","31462","PRC","102.12","99.00","883","836","SMALL","0","1999-05-10",""
"1999-025BUX","FENGYUN 1C DEB","31459","PRC","101.23","98.17","907","727","SMALL","0","1999-05-10",""
"1999-025BUW","FENGYUN 1C DEB","31458","PRC","99.27","99.19","787","661","SMALL","0","1999-05-10",""
"1999-025BUV","FENGYUN 1C DEB","31457","PRC","96.61","99.04","703","490","SMALL","0","1999-05-10",""
"1999-025BUU","FENGYUN 1C DEB","31456","PRC","100.67","98.66","851","730","SMALL","0","1999-05-10",""
"1999-025BUT","FENGYUN 1C DEB","31455","PRC","102.22","98.84","1026","701","SMALL","0","1999-05-10",""
"1999-025BUR","FENGYUN 1C DEB","31453","PRC","99.05","98.80","789","637","SMALL","0","1999-05-10",""
"1999-025BUQ","FENGYUN 1C DEB","31452","PRC","102.01","98.81","884","824","SMALL","0","1999-05-10",""
"1999-025BUP","FENGYUN 1C DEB","31451","PRC","102.10","99.09","881","836","SMALL","0","1999-05-10",""
"1999-025BUN","FENGYUN 1C DEB","31450","PRC","97.73","98.52","892","408","SMALL","0","1999-05-10",""
"1999-025BUM","FENGYUN 1C DEB","31449","PRC","100.65","98.84","898","681","SMALL","0","1999-05-10",""
"1999-025BUL","FENGYUN 1C DEB","31448","PRC","101.41","98.77","872","779","SMALL","0","1999-05-10",""
"1999-025BUK","FENGYUN 1C DEB","31447","PRC","101.35","98.82","994","651","SMALL","0","1999-05-10",""
"1999-025BUJ","FENGYUN 1C DEB","31446","PRC","101.17","98.74","867","762","SMALL","0","1999-05-10",""
"1999-025BUH","FENGYUN 1C DEB","31445","PRC","99.06","98.92","757","671","SMALL","0","1999-05-10",""
"1999-025BUG","FENGYUN 1C DEB","31444","PRC","100.52","98.89","861","706","SMALL","0","1999-05-10",""
"1999-025BUF","FENGYUN 1C DEB","31443","PRC","100.94","99.28","986","620","SMALL","0","1999-05-10",""
"1999-025BUE","FENGYUN 1C DEB","31442","PRC","100.82","98.67","860","734","SMALL","0","1999-05-10",""
"1999-025BUD","FENGYUN 1C DEB","31441","PRC","102.81","99.33","1092","691","SMALL","0","1999-05-10",""
"1999-025BUC","FENGYUN 1C DEB","31440","PRC","101.56","98.92","865","800","SMALL","0","1999-05-10",""
"1999-025BUB","FENGYUN 1C DEB","31439","PRC","103.57","99.18","1032","822","SMALL","0","1999-05-10",""
"1999-025BTZ","FENGYUN 1C DEB","31437","PRC","101.46","98.94","841","815","SMALL","0","1999-05-10",""
"1999-025BTY","FENGYUN 1C DEB","31436","PRC","101.01","98.88","904","709","SMALL","0","1999-05-10",""
"1999-025BTX","FENGYUN 1C DEB","31435","PRC","99.41","98.95","845","616","SMALL","0","1999-05-10",""
"1999-025BTW","FENGYUN 1C DEB","31434","PRC","99.45","99.05","770","694","SMALL","0","1999-05-10",""
"1999-025BTV","FENGYUN 1C DEB","31433","PRC","102.62","98.41","977","788","SMALL","0","1999-05-10",""
"1999-025BTU","FENGYUN 1C DEB","31432","PRC","94.19","99.06","544","414","SMALL","0","1999-05-10",""
"1999-025BTT","FENGYUN 1C DEB","31431","PRC","103.43","98.55","1032","810","SMALL","0","1999-05-10",""
"1999-025BTS","FENGYUN 1C DEB","31430","PRC","101.70","99.02","860","818","SMALL","0","1999-05-10",""
"1999-025BTR","FENGYUN 1C DEB","31429","PRC","101.88","98.99","860","836","SMALL","0","1999-05-10",""
"1999-025BTQ","FENGYUN 1C DEB","31428","PRC","100.70","99.07","847","736","SMALL","0","1999-05-10",""
"1999-025BTP","FENGYUN 1C DEB","31427","PRC","100.95","98.84","843","764","SMALL","0","1999-05-10",""
"1999-025BTN","FENGYUN 1C DEB","31426","PRC","104.48","98.58","1231","708","SMALL","0","1999-05-10",""
"1999-025BTM","FENGYUN 1C DEB","31425","PRC","103.03","98.79","961","842","SMALL","0","1999-05-10",""
"1999-025BTL","FENGYUN 1C DEB","31424","PRC","102.40","98.43","941","803","SMALL","0","1999-05-10",""
"1999-025BTK","FENGYUN 1C DEB","31423","PRC","101.32","98.64","848","794","SMALL","0","1999-05-10",""
"1999-025BTJ","FENGYUN 1C DEB","31422","PRC","102.38","98.94","897","845","SMALL","0","1999-05-10",""
"1999-025BTH","FENGYUN 1C DEB","31421","PRC","101.39","98.97","870","779","SMALL","0","1999-05-10",""
"1999-025BTG","FENGYUN 1C DEB","31420","PRC","100.55","97.55","896","674","SMALL","0","1999-05-10",""
"1999-025BTF","FENGYUN 1C DEB","31419","PRC","100.58","98.73","844","728","SMALL","0","1999-05-10",""
"1999-025BTE","FENGYUN 1C DEB","31418","PRC","101.77","99.14","888","797","SMALL","0","1999-05-10",""
"1999-025BTD","FENGYUN 1C DEB","31417","PRC","99.23","99.07","757","686","SMALL","0","1999-05-10",""
"1999-025BTC","FENGYUN 1C DEB","31416","PRC","100.34","99.08","877","672","SMALL","0","1999-05-10",""
"1999-025BTB","FENGYUN 1C DEB","31415","PRC","101.54","99.67","885","777","SMALL","0","1999-05-10",""
"1999-025BTA","FENGYUN 1C DEB","31414","PRC","99.75","98.72","796","697","SMALL","0","1999-05-10",""
"1999-025BSZ","FENGYUN 1C DEB","31413","PRC","100.98","98.74","857","752","SMALL","0","1999-05-10",""
"1999-025BSY","FENGYUN 1C DEB","31412","PRC","103.05","98.57","969","836","SMALL","0","1999-05-10",""
"1999-025BSX","FENGYUN 1C DEB","31411","PRC","101.19","98.95","892","738","SMALL","0","1999-05-10",""
"1999-025BSW","FENGYUN 1C DEB","31410","PRC","100.54","98.67","880","689","SMALL","0","1999-05-10",""
"2005-024J","CZ-2D DEB","31409","PRC","94.97","97.58","525","509","SMALL","0","2005-07-05",""
"1966-041H","SCOUT A DEB","31407","US","101.52","90.14","877","784","SMALL","0","1966-05-19",""
"1980-073H","METEOR 2-6 DEB","31406","CIS","101.25","81.22","857","779","SMALL","0","1980-09-09",""
"1979-095T","METEOR 2-5 DEB","31404","CIS","101.25","81.21","833","802","SMALL","0","1979-10-31",""
"1996-017D","PSLV DEB","31403","IND","97.09","98.34","632","606","SMALL","0","1996-03-21",""
"1988-005X","METEOR 2-17 DEB","31402","CIS","103.40","82.54","925","914","SMALL","0","1988-01-30",""
"1988-005W","METEOR 2-17 DEB","31401","CIS","103.12","82.53","917","895","SMALL","0","1988-01-30",""
"1988-005V","METEOR 2-17 DEB","31400","CIS","103.41","82.54","930","910","SMALL","0","1988-01-30",""
"1988-005U","METEOR 2-17 DEB","31399","CIS","103.26","82.51","922","904","SMALL","0","1988-01-30",""
"1988-005T","METEOR 2-17 DEB","31398","CIS","103.46","82.54","937","907","SMALL","0","1988-01-30",""
"1988-005S","METEOR 2-17 DEB","31397","CIS","103.52","82.54","928","922","SMALL","0","1988-01-30",""
"2007-018A","NIGCOMSAT 1","31395","NIG","1437.14","6.65","35820","35794","LARGE","0","2007-05-13",""
"2006-029E","SL-24 DEB","31392","CIS","94.24","64.50","505","459","SMALL","0","2006-07-12",""
"2006-029D","SL-24 DEB","31391","CIS","94.20","64.50","501","458","SMALL","0","2006-07-12",""
"1999-025BSV","FENGYUN 1C DEB","31389","PRC","101.94","99.09","895","806","SMALL","0","1999-05-10",""
"1999-025BSU","FENGYUN 1C DEB","31388","PRC","102.41","98.90","907","839","SMALL","0","1999-05-10",""
"1999-025BST","FENGYUN 1C DEB","31387","PRC","102.10","99.09","1039","677","SMALL","0","1999-05-10",""
"1999-025BSS","FENGYUN 1C DEB","31386","PRC","104.78","98.47","1151","818","SMALL","0","1999-05-10",""
"1999-025BSR","FENGYUN 1C DEB","31385","PRC","99.93","98.99","855","656","SMALL","0","1999-05-10",""
"1999-025BSQ","FENGYUN 1C DEB","31384","PRC","105.29","98.50","1381","634","SMALL","0","1999-05-10",""
"1999-025BSP","FENGYUN 1C DEB","31383","PRC","102.90","99.26","981","810","SMALL","0","1999-05-10",""
"1999-025BSN","FENGYUN 1C DEB","31382","PRC","98.31","96.92","710","646","SMALL","0","1999-05-10",""
"1999-025BSM","FENGYUN 1C DEB","31381","PRC","100.78","98.66","954","637","SMALL","0","1999-05-10",""
"1999-025BSL","FENGYUN 1C DEB","31380","PRC","98.26","96.55","746","605","SMALL","0","1999-05-10",""
"1999-025BSK","FENGYUN 1C DEB","31379","PRC","96.35","99.51","645","523","SMALL","0","1999-05-10",""
"1999-025BSJ","FENGYUN 1C DEB","31378","PRC","104.68","100.79","1110","850","SMALL","0","1999-05-10",""
"1999-025BSH","FENGYUN 1C DEB","31377","PRC","100.16","98.94","845","687","SMALL","0","1999-05-10",""
"1999-025BSG","FENGYUN 1C DEB","31376","PRC","100.32","98.82","828","719","SMALL","0","1999-05-10",""
"1999-025BSE","FENGYUN 1C DEB","31374","PRC","102.51","99.65","1026","728","SMALL","0","1999-05-10",""
"1999-025BSC","FENGYUN 1C DEB","31372","PRC","102.13","99.39","891","827","SMALL","0","1999-05-10",""
"1999-025BSB","FENGYUN 1C DEB","31371","PRC","102.91","99.07","948","844","SMALL","0","1999-05-10",""
"1999-025BSA","FENGYUN 1C DEB","31370","PRC","102.37","98.96","897","845","SMALL","0","1999-05-10",""
"1999-025BRZ","FENGYUN 1C DEB","31369","PRC","101.64","98.71","877","796","SMALL","0","1999-05-10",""
"1999-025BRY","FENGYUN 1C DEB","31368","PRC","101.69","98.93","877","801","SMALL","0","1999-05-10",""
"1999-025BRX","FENGYUN 1C DEB","31367","PRC","100.08","98.72","842","682","SMALL","0","1999-05-10",""
"1999-025BRW","FENGYUN 1C DEB","31366","PRC","100.68","98.87","792","790","SMALL","0","1999-05-10",""
"1999-025BRV","FENGYUN 1C DEB","31365","PRC","101.34","98.87","861","783","SMALL","0","1999-05-10",""
"1999-025BRU","FENGYUN 1C DEB","31364","PRC","103.21","99.30","995","826","SMALL","0","1999-05-10",""
"1999-025BRT","FENGYUN 1C DEB","31363","PRC","102.86","98.48","1006","782","SMALL","0","1999-05-10",""
"1999-025BRS","FENGYUN 1C DEB","31362","PRC","101.72","98.80","853","827","SMALL","0","1999-05-10",""
"1999-025BRR","FENGYUN 1C DEB","31361","PRC","101.67","98.70","871","805","SMALL","0","1999-05-10",""
"1999-025BRQ","FENGYUN 1C DEB","31360","PRC","103.44","98.00","1017","825","SMALL","0","1999-05-10",""
"1999-025BRP","FENGYUN 1C DEB","31359","PRC","102.82","99.28","960","824","SMALL","0","1999-05-10",""
"1999-025BRN","FENGYUN 1C DEB","31358","PRC","100.68","98.90","905","677","SMALL","0","1999-05-10",""
"1999-025BRM","FENGYUN 1C DEB","31357","PRC","101.54","98.96","868","795","SMALL","0","1999-05-10",""
"1999-025BRL","FENGYUN 1C DEB","31356","PRC","100.76","98.79","839","750","SMALL","0","1999-05-10",""
"1999-025BRK","FENGYUN 1C DEB","31355","PRC","99.04","98.91","783","642","SMALL","0","1999-05-10",""
"1999-025BRJ","FENGYUN 1C DEB","31354","PRC","100.86","98.37","987","612","SMALL","0","1999-05-10",""
"1999-025BRH","FENGYUN 1C DEB","31353","PRC","101.21","99.06","994","638","SMALL","0","1999-05-10",""
"1999-025BRG","FENGYUN 1C DEB","31352","PRC","100.75","99.24","927","662","SMALL","0","1999-05-10",""
"1999-025BRF","FENGYUN 1C DEB","31351","PRC","102.55","98.92","950","809","SMALL","0","1999-05-10",""
"1999-025BRE","FENGYUN 1C DEB","31350","PRC","100.89","98.74","854","748","SMALL","0","1999-05-10",""
"1999-025BRD","FENGYUN 1C DEB","31349","PRC","102.92","99.13","950","843","SMALL","0","1999-05-10",""
"1999-025BRC","FENGYUN 1C DEB","31348","PRC","101.37","99.16","851","796","SMALL","0","1999-05-10",""
"1999-025BRB","FENGYUN 1C DEB","31347","PRC","100.55","98.51","899","670","SMALL","0","1999-05-10",""
"1999-025BRA","FENGYUN 1C DEB","31346","PRC","97.80","98.86","799","508","SMALL","0","1999-05-10",""
"1999-025BQZ","FENGYUN 1C DEB","31345","PRC","102.94","98.13","962","834","SMALL","0","1999-05-10",""
"1999-025BQY","FENGYUN 1C DEB","31344","PRC","95.16","99.47","534","518","SMALL","0","1999-05-10",""
"1999-025BQW","FENGYUN 1C DEB","31342","PRC","100.39","99.01","859","695","SMALL","0","1999-05-10",""
"1999-025BQV","FENGYUN 1C DEB","31341","PRC","100.59","99.57","838","735","SMALL","0","1999-05-10",""
"1999-025BQU","FENGYUN 1C DEB","31340","PRC","101.75","99.07","871","813","SMALL","0","1999-05-10",""
"1999-025BQT","FENGYUN 1C DEB","31339","PRC","102.51","98.98","936","819","SMALL","0","1999-05-10",""
"1999-025BQS","FENGYUN 1C DEB","31338","PRC","102.87","98.87","966","824","SMALL","0","1999-05-10",""
